time_of_day,steps,temperature,wind_speed,genre/mood,music
Evening,3335,25.4,8.3,Pop,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Afternoon,6390,5.2,16.2,Pop,Someone Like You - Adele
Morning,9352,33.2,6.2,Rock,Afreen Afreen - Rahat Fateh Ali Khan
Afternoon,13327,7.8,8.3,Classical,Drivers License - Olivia Rodrigo
Afternoon,8983,31.5,16.0,Rock,Tera Ban Jaunga - Akhil Sachdeva
Afternoon,3282,33.0,6.9,Classical,Apna Bana Le - Arijit Singh
Morning,12041,25.9,28.2,Jazz,Levitating - Dua Lipa
Morning,18710,0.0,29.9,Rock,Tajdar-e-Haram - Atif Aslam
Morning,7333,1.1,11.3,Classical,Blinding Lights - The Weeknd
Evening,3959,23.2,0.8,Jazz,Tum Hi Ho - Arijit Singh
Night,5331,26.3,20.2,Jazz,Drivers License - Olivia Rodrigo
Afternoon,5155,11.9,3.9,Hip-Hop,Blinding Lights - The Weeknd
Night,13335,18.4,3.7,Rock,Tum Hi Ho - Arijit Singh
Morning,14167,26.7,23.2,Jazz,Zaroori Tha - Rahat Fateh Ali Khan
Morning,10358,32.9,29.5,Chill,Afreen Afreen - Rahat Fateh Ali Khan
Morning,2342,26.5,28.1,Classical,Aadat - Jal Band
Morning,10280,7.2,23.8,Hip-Hop,Apna Bana Le - Arijit Singh
Night,13692,1.7,16.9,Classical,Drivers License - Olivia Rodrigo
Night,19315,9.1,11.2,Chill,Zaroori Tha - Rahat Fateh Ali Khan
Night,6241,15.7,28.9,Hip-Hop,Tajdar-e-Haram - Atif Aslam
Afternoon,4115,35.9,14.9,Rock,Drivers License - Olivia Rodrigo
Evening,2512,8.0,20.0,Jazz,Aadat - Jal Band
Evening,6164,36.9,7.0,Hip-Hop,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Night,19203,7.6,7.6,Pop,Tera Ban Jaunga - Akhil Sachdeva
Evening,6260,18.0,5.3,Rock,Tum Hi Ho - Arijit Singh
Afternoon,10573,26.3,9.0,Jazz,Afreen Afreen - Rahat Fateh Ali Khan
Afternoon,19494,34.3,19.2,Pop,Aadat - Jal Band
Morning,18169,31.0,11.4,Rock,Zaroori Tha - Rahat Fateh Ali Khan
Night,19106,9.8,21.5,Hip-Hop,Tera Ban Jaunga - Akhil Sachdeva
Afternoon,3390,9.1,1.0,Chill,Kesariya - Arijit Singh
Morning,2710,4.4,1.7,Pop,Levitating - Dua Lipa
Evening,11356,17.2,15.7,Classical,Someone Like You - Adele
Evening,8591,35.2,22.9,Rock,Kesariya - Arijit Singh
Evening,17577,4.2,9.4,Hip-Hop,Zaroori Tha - Rahat Fateh Ali Khan
Evening,7926,0.6,23.2,Jazz,Levitating - Dua Lipa
Evening,16312,34.8,12.4,Rock,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Morning,16473,32.3,18.0,Pop,Apna Bana Le - Arijit Singh
Afternoon,2855,13.1,20.2,Classical,Tum Hi Ho - Arijit Singh
Night,18496,20.2,3.1,Jazz,Zaroori Tha - Rahat Fateh Ali Khan
Morning,2659,35.0,18.9,Hip-Hop,Afreen Afreen - Rahat Fateh Ali Khan
Night,6452,0.1,15.8,Hip-Hop,Kesariya - Arijit Singh
Night,4743,16.1,17.2,Chill,Tum Hi Ho - Arijit Singh
Afternoon,4867,11.2,29.3,Classical,Someone Like You - Adele
Night,14908,28.7,0.2,Rock,Shape of You - Ed Sheeran
Morning,2924,9.5,29.0,Jazz,Blinding Lights - The Weeknd
Morning,5104,37.1,26.9,Chill,Levitating - Dua Lipa
Afternoon,5811,17.2,26.3,Classical,Tajdar-e-Haram - Atif Aslam
Afternoon,4937,21.9,20.4,Rock,Levitating - Dua Lipa
Afternoon,14022,26.8,1.9,Pop,Afreen Afreen - Rahat Fateh Ali Khan
Morning,12428,1.5,11.5,Hip-Hop,Zaroori Tha - Rahat Fateh Ali Khan
Afternoon,8502,13.9,25.6,Rock,Aadat - Jal Band
Morning,19924,3.0,24.5,Chill,Tera Ban Jaunga - Akhil Sachdeva
Morning,19922,26.4,10.9,Hip-Hop,Afreen Afreen - Rahat Fateh Ali Khan
Night,18885,28.4,16.8,Pop,Tera Ban Jaunga - Akhil Sachdeva
Afternoon,3067,27.9,8.5,Rock,Shape of You - Ed Sheeran
Night,12208,7.2,2.5,Hip-Hop,Blinding Lights - The Weeknd
Evening,11653,34.9,28.2,Jazz,Afreen Afreen - Rahat Fateh Ali Khan
Night,16672,13.0,25.3,Chill,Tum Hi Ho - Arijit Singh
Evening,2494,31.2,17.7,Jazz,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Morning,16380,35.4,17.0,Chill,Afreen Afreen - Rahat Fateh Ali Khan
Night,3555,12.3,0.7,Hip-Hop,Kesariya - Arijit Singh
Evening,18923,26.0,11.6,Chill,Drivers License - Olivia Rodrigo
Morning,7216,35.9,15.8,Classical,Afreen Afreen - Rahat Fateh Ali Khan
Night,6049,25.7,1.3,Pop,Channa Mereya - Arijit Singh
Evening,10141,14.4,14.2,Pop,Tum Hi Ho - Arijit Singh
Morning,12808,13.6,22.4,Jazz,Aadat - Jal Band
Afternoon,14924,29.6,7.0,Jazz,Apna Bana Le - Arijit Singh
Afternoon,10637,2.7,26.3,Hip-Hop,Tum Hi Ho - Arijit Singh
Afternoon,3346,32.8,28.6,Jazz,Tera Ban Jaunga - Akhil Sachdeva
Night,10606,10.5,21.1,Rock,Someone Like You - Adele
Night,11045,37.1,12.5,Pop,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Evening,5896,1.5,21.5,Jazz,Kesariya - Arijit Singh
Night,10583,25.4,8.9,Rock,Tajdar-e-Haram - Atif Aslam
Afternoon,12333,31.7,6.3,Pop,Blinding Lights - The Weeknd
Evening,2151,5.4,7.5,Pop,Someone Like You - Adele
Night,19835,18.5,29.9,Hip-Hop,Tajdar-e-Haram - Atif Aslam
Night,12740,39.3,3.0,Hip-Hop,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Night,15621,12.6,10.7,Pop,Shape of You - Ed Sheeran
Afternoon,11024,34.3,21.8,Hip-Hop,Channa Mereya - Arijit Singh
Morning,3482,25.4,12.5,Jazz,Afreen Afreen - Rahat Fateh Ali Khan
Evening,14519,37.1,28.2,Rock,Tajdar-e-Haram - Atif Aslam
Night,16935,14.6,21.3,Chill,Levitating - Dua Lipa
Night,7300,23.4,14.3,Pop,Shape of You - Ed Sheeran
Night,13859,12.1,19.7,Chill,Kesariya - Arijit Singh
Afternoon,17455,22.6,17.8,Chill,Blinding Lights - The Weeknd
Evening,13858,27.8,26.7,Hip-Hop,Tajdar-e-Haram - Atif Aslam
Night,6650,12.7,21.6,Pop,Drivers License - Olivia Rodrigo
Afternoon,9204,7.9,22.9,Jazz,Zaroori Tha - Rahat Fateh Ali Khan
Evening,1922,30.9,21.1,Jazz,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Morning,8791,25.1,27.3,Chill,Someone Like You - Adele
Evening,3064,39.0,27.3,Classical,Shape of You - Ed Sheeran
Night,16283,4.8,17.0,Classical,Tajdar-e-Haram - Atif Aslam
Morning,8235,28.7,25.0,Rock,Afreen Afreen - Rahat Fateh Ali Khan
Night,3886,16.0,18.6,Pop,Aadat - Jal Band
Morning,2910,24.6,15.7,Rock,Levitating - Dua Lipa
Morning,6271,17.0,3.6,Jazz,Apna Bana Le - Arijit Singh
Night,17047,12.6,0.1,Jazz,Tajdar-e-Haram - Atif Aslam
Morning,15755,0.9,3.4,Jazz,Tera Ban Jaunga - Akhil Sachdeva
Afternoon,19668,12.5,2.3,Rock,Tera Ban Jaunga - Akhil Sachdeva
Morning,1146,22.5,17.6,Hip-Hop,Blinding Lights - The Weeknd
Morning,5555,29.6,20.6,Rock,Channa Mereya - Arijit Singh
Evening,3936,7.5,15.6,Pop,Tera Ban Jaunga - Akhil Sachdeva
Morning,17728,2.8,0.8,Classical,Channa Mereya - Arijit Singh
Evening,16185,26.9,6.1,Pop,Apna Bana Le - Arijit Singh
Night,4845,6.2,1.6,Pop,Tum Hi Ho - Arijit Singh
Afternoon,10505,19.0,15.6,Chill,Zaroori Tha - Rahat Fateh Ali Khan
Afternoon,12358,35.2,20.3,Pop,Someone Like You - Adele
Night,4283,31.9,23.2,Pop,Tera Ban Jaunga - Akhil Sachdeva
Morning,4671,35.6,15.9,Pop,Channa Mereya - Arijit Singh
Night,4782,28.0,15.1,Jazz,Aadat - Jal Band
Night,3384,9.4,25.9,Jazz,Channa Mereya - Arijit Singh
Morning,17567,2.0,15.0,Rock,Drivers License - Olivia Rodrigo
Afternoon,8589,33.7,7.9,Jazz,Someone Like You - Adele
Night,5538,31.1,0.8,Jazz,Aadat - Jal Band
Afternoon,12021,6.3,23.5,Hip-Hop,Kesariya - Arijit Singh
Morning,18889,26.4,22.4,Classical,Afreen Afreen - Rahat Fateh Ali Khan
Evening,4466,37.6,23.4,Jazz,Zaroori Tha - Rahat Fateh Ali Khan
Night,14165,8.8,12.5,Pop,Blinding Lights - The Weeknd
Afternoon,4696,39.8,22.0,Jazz,Apna Bana Le - Arijit Singh
Afternoon,12395,6.1,7.8,Chill,Kesariya - Arijit Singh
Evening,10636,32.6,22.8,Jazz,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Morning,15666,18.8,29.6,Classical,Tajdar-e-Haram - Atif Aslam
Afternoon,8733,26.7,9.8,Pop,Tum Hi Ho - Arijit Singh
Night,19839,1.3,23.9,Pop,Tera Ban Jaunga - Akhil Sachdeva
Night,5120,1.1,12.6,Hip-Hop,Tum Hi Ho - Arijit Singh
Night,13420,8.9,18.2,Pop,Tera Ban Jaunga - Akhil Sachdeva
Morning,5487,16.0,9.1,Chill,Afreen Afreen - Rahat Fateh Ali Khan
Afternoon,8462,39.0,22.5,Jazz,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Night,11979,6.8,27.9,Pop,Tera Ban Jaunga - Akhil Sachdeva
Night,7982,12.8,10.8,Hip-Hop,Tera Ban Jaunga - Akhil Sachdeva
Afternoon,17062,27.1,7.5,Classical,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Evening,16487,4.6,15.1,Hip-Hop,Kesariya - Arijit Singh
Evening,8810,5.8,12.6,Rock,Afreen Afreen - Rahat Fateh Ali Khan
Night,14264,9.6,27.5,Chill,Tera Ban Jaunga - Akhil Sachdeva
Morning,12431,14.5,24.4,Pop,Kesariya - Arijit Singh
Morning,8340,13.8,13.5,Chill,Drivers License - Olivia Rodrigo
Evening,19261,15.7,11.8,Rock,Tum Hi Ho - Arijit Singh
Night,8222,19.6,5.8,Pop,Drivers License - Olivia Rodrigo
Evening,1107,10.1,28.8,Rock,Apna Bana Le - Arijit Singh
Evening,18474,38.2,2.9,Classical,Kesariya - Arijit Singh
Afternoon,15640,4.2,19.9,Chill,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Night,7710,16.2,3.1,Chill,Apna Bana Le - Arijit Singh
Night,19090,10.2,6.7,Rock,Tera Ban Jaunga - Akhil Sachdeva
Evening,7156,4.6,27.1,Chill,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Evening,16338,14.8,23.0,Hip-Hop,Kesariya - Arijit Singh
Afternoon,11002,14.9,14.8,Pop,Afreen Afreen - Rahat Fateh Ali Khan
Afternoon,5542,27.9,11.0,Chill,Drivers License - Olivia Rodrigo
Morning,13352,1.8,23.3,Pop,Tera Ban Jaunga - Akhil Sachdeva
Evening,15830,8.5,10.3,Chill,Blinding Lights - The Weeknd
Evening,7257,5.1,22.4,Chill,Tajdar-e-Haram - Atif Aslam
Afternoon,13200,7.5,14.5,Rock,Levitating - Dua Lipa
Afternoon,10056,26.0,27.2,Rock,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Evening,3170,36.2,16.1,Classical,Zaroori Tha - Rahat Fateh Ali Khan
Evening,4936,38.4,29.7,Chill,Zaroori Tha - Rahat Fateh Ali Khan
Night,5620,25.1,11.1,Rock,Zaroori Tha - Rahat Fateh Ali Khan
Afternoon,16259,22.8,8.8,Classical,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Night,2717,0.6,9.0,Hip-Hop,Tum Hi Ho - Arijit Singh
Evening,13358,6.0,4.6,Pop,Drivers License - Olivia Rodrigo
Night,4213,18.5,4.7,Hip-Hop,Tajdar-e-Haram - Atif Aslam
Afternoon,16085,24.8,27.1,Jazz,Channa Mereya - Arijit Singh
Evening,2862,31.7,20.3,Classical,Channa Mereya - Arijit Singh
Morning,8254,34.4,23.6,Hip-Hop,Tajdar-e-Haram - Atif Aslam
Evening,13857,39.5,9.1,Jazz,Tum Hi Ho - Arijit Singh
Evening,2238,20.3,5.0,Hip-Hop,Channa Mereya - Arijit Singh
Night,8296,9.7,8.0,Rock,Levitating - Dua Lipa
Morning,11278,11.6,18.3,Chill,Tajdar-e-Haram - Atif Aslam
Evening,17702,38.1,3.7,Hip-Hop,Someone Like You - Adele
Evening,18786,6.3,20.1,Pop,Channa Mereya - Arijit Singh
Night,13311,17.2,16.4,Rock,Apna Bana Le - Arijit Singh
Evening,15218,13.4,20.6,Chill,Tum Hi Ho - Arijit Singh
Morning,9082,22.1,8.4,Chill,Tum Hi Ho - Arijit Singh
Afternoon,2459,22.2,15.3,Jazz,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Afternoon,14557,35.6,18.6,Jazz,Someone Like You - Adele
Morning,5883,39.6,13.1,Jazz,Aadat - Jal Band
Evening,7261,22.1,7.7,Classical,Afreen Afreen - Rahat Fateh Ali Khan
Afternoon,16212,24.7,16.7,Classical,Blinding Lights - The Weeknd
Afternoon,14460,18.6,25.9,Jazz,Zaroori Tha - Rahat Fateh Ali Khan
Afternoon,16604,3.9,12.2,Hip-Hop,Channa Mereya - Arijit Singh
Morning,10097,34.8,9.3,Chill,Tum Hi Ho - Arijit Singh
Evening,2335,24.2,12.4,Classical,Zaroori Tha - Rahat Fateh Ali Khan
Morning,8263,19.3,11.4,Pop,Blinding Lights - The Weeknd
Night,9378,30.5,2.3,Hip-Hop,Tera Ban Jaunga - Akhil Sachdeva
Afternoon,2547,8.8,24.9,Chill,Drivers License - Olivia Rodrigo
Morning,14428,37.5,12.9,Jazz,Shape of You - Ed Sheeran
Afternoon,14189,2.8,13.4,Classical,Blinding Lights - The Weeknd
Morning,4076,26.2,9.1,Rock,Afreen Afreen - Rahat Fateh Ali Khan
Morning,8483,16.3,19.2,Classical,Tera Ban Jaunga - Akhil Sachdeva
Evening,3627,16.6,19.1,Chill,Someone Like You - Adele
Morning,8107,5.3,30.0,Rock,Afreen Afreen - Rahat Fateh Ali Khan
Morning,5573,1.4,29.2,Chill,Tajdar-e-Haram - Atif Aslam
Night,2177,22.1,14.2,Hip-Hop,Channa Mereya - Arijit Singh
Morning,14193,18.9,1.0,Chill,Channa Mereya - Arijit Singh
Morning,6553,8.9,9.9,Rock,Drivers License - Olivia Rodrigo
Morning,18950,11.5,15.1,Classical,Afreen Afreen - Rahat Fateh Ali Khan
Evening,16006,19.7,17.7,Classical,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Night,13383,23.2,5.9,Jazz,Tum Hi Ho - Arijit Singh
Night,17495,33.6,1.4,Hip-Hop,Someone Like You - Adele
Afternoon,18275,33.7,21.0,Pop,Tajdar-e-Haram - Atif Aslam
Night,11833,18.8,2.9,Hip-Hop,Zaroori Tha - Rahat Fateh Ali Khan
Night,10190,30.7,19.6,Chill,Channa Mereya - Arijit Singh
Afternoon,6426,29.9,22.5,Rock,Blinding Lights - The Weeknd
Night,14590,17.2,19.2,Rock,Kesariya - Arijit Singh
Afternoon,16527,18.9,19.9,Jazz,Zaroori Tha - Rahat Fateh Ali Khan
Afternoon,10812,16.3,15.2,Rock,Shape of You - Ed Sheeran
Evening,2696,0.3,19.9,Jazz,Levitating - Dua Lipa
Afternoon,17193,38.4,26.2,Hip-Hop,Apna Bana Le - Arijit Singh
Afternoon,11609,28.6,14.6,Chill,Channa Mereya - Arijit Singh
Morning,12689,21.1,12.1,Chill,Apna Bana Le - Arijit Singh
Afternoon,8477,28.4,18.7,Jazz,Someone Like You - Adele
Morning,16985,37.9,16.9,Jazz,Blinding Lights - The Weeknd
Evening,4558,21.2,8.1,Jazz,Drivers License - Olivia Rodrigo
Evening,4867,16.0,9.8,Hip-Hop,Zaroori Tha - Rahat Fateh Ali Khan
Afternoon,18252,19.4,14.0,Chill,Zaroori Tha - Rahat Fateh Ali Khan
Afternoon,6729,11.5,23.2,Pop,Tum Hi Ho - Arijit Singh
Afternoon,19671,34.1,10.2,Rock,Zaroori Tha - Rahat Fateh Ali Khan
Night,9021,37.8,0.0,Rock,Tajdar-e-Haram - Atif Aslam
Evening,16795,20.0,13.0,Jazz,Kesariya - Arijit Singh
Morning,16567,19.4,28.8,Pop,Shape of You - Ed Sheeran
Morning,4408,1.3,1.3,Classical,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Night,19715,13.1,3.6,Hip-Hop,Someone Like You - Adele
Evening,12616,11.2,25.4,Chill,Afreen Afreen - Rahat Fateh Ali Khan
Afternoon,15009,1.4,15.2,Jazz,Apna Bana Le - Arijit Singh
Morning,3450,33.1,8.1,Classical,Zaroori Tha - Rahat Fateh Ali Khan
Night,5319,8.1,15.1,Chill,Shape of You - Ed Sheeran
Evening,8764,23.0,16.7,Chill,Channa Mereya - Arijit Singh
Afternoon,13709,4.0,11.5,Hip-Hop,Kesariya - Arijit Singh
Afternoon,14342,39.3,19.7,Jazz,Apna Bana Le - Arijit Singh
Morning,16444,15.6,26.0,Hip-Hop,Apna Bana Le - Arijit Singh
Morning,5674,26.7,23.6,Chill,Apna Bana Le - Arijit Singh
Night,11735,8.8,12.6,Hip-Hop,Someone Like You - Adele
Evening,5381,19.2,7.2,Jazz,Someone Like You - Adele
Night,7231,21.0,27.5,Chill,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Evening,15852,5.6,13.6,Classical,Afreen Afreen - Rahat Fateh Ali Khan
Evening,13217,20.7,19.2,Pop,Kesariya - Arijit Singh
Morning,16698,7.6,8.6,Hip-Hop,Tajdar-e-Haram - Atif Aslam
Afternoon,11816,20.4,28.7,Chill,Afreen Afreen - Rahat Fateh Ali Khan
Afternoon,6214,34.5,25.9,Classical,Drivers License - Olivia Rodrigo
Night,18226,29.0,8.7,Chill,Afreen Afreen - Rahat Fateh Ali Khan
Morning,9924,12.9,12.2,Classical,Someone Like You - Adele
Night,16572,9.0,16.0,Pop,Channa Mereya - Arijit Singh
Night,6053,20.7,16.1,Classical,Aadat - Jal Band
Evening,3308,12.9,21.7,Hip-Hop,Aadat - Jal Band
Afternoon,12199,35.0,20.8,Pop,Aadat - Jal Band
Morning,18332,5.0,16.2,Hip-Hop,Aadat - Jal Band
Morning,8385,10.0,2.1,Jazz,Levitating - Dua Lipa
Evening,2712,30.0,5.4,Hip-Hop,Aadat - Jal Band
Evening,14790,23.2,17.0,Hip-Hop,Afreen Afreen - Rahat Fateh Ali Khan
Afternoon,13317,11.4,17.5,Rock,Levitating - Dua Lipa
Evening,17907,26.9,0.4,Chill,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Evening,2917,6.6,6.1,Hip-Hop,Someone Like You - Adele
Afternoon,14149,29.4,27.7,Pop,Apna Bana Le - Arijit Singh
Afternoon,15287,13.2,2.5,Classical,Shape of You - Ed Sheeran
Morning,6392,5.8,1.9,Hip-Hop,Apna Bana Le - Arijit Singh
Afternoon,8449,18.1,28.7,Classical,Channa Mereya - Arijit Singh
Morning,11797,26.2,4.9,Pop,Aadat - Jal Band
Night,1167,3.4,27.5,Hip-Hop,Tajdar-e-Haram - Atif Aslam
Afternoon,19306,38.1,23.4,Classical,Tum Hi Ho - Arijit Singh
Afternoon,16317,15.8,12.1,Rock,Channa Mereya - Arijit Singh
Afternoon,1409,17.4,29.6,Jazz,Aadat - Jal Band
Afternoon,5183,17.2,21.2,Jazz,Someone Like You - Adele
Afternoon,5221,37.2,19.3,Chill,Levitating - Dua Lipa
Evening,7799,26.2,19.0,Chill,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Afternoon,13678,25.1,5.9,Hip-Hop,Shape of You - Ed Sheeran
Morning,4735,10.7,8.6,Jazz,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Night,9952,10.2,26.6,Jazz,Levitating - Dua Lipa
Afternoon,19529,0.5,6.8,Chill,Kesariya - Arijit Singh
Morning,10688,33.3,28.2,Jazz,Tera Ban Jaunga - Akhil Sachdeva
Night,3581,28.9,1.2,Classical,Kesariya - Arijit Singh
Morning,12436,2.0,17.0,Classical,Kesariya - Arijit Singh
Night,18793,5.7,17.5,Classical,Afreen Afreen - Rahat Fateh Ali Khan
Morning,1546,20.6,20.1,Rock,Apna Bana Le - Arijit Singh
Morning,10421,3.6,15.5,Classical,Drivers License - Olivia Rodrigo
Evening,8352,31.2,4.2,Jazz,Tum Hi Ho - Arijit Singh
Night,16836,8.6,26.5,Jazz,Zaroori Tha - Rahat Fateh Ali Khan
Night,17385,33.2,6.1,Pop,Tera Ban Jaunga - Akhil Sachdeva
Afternoon,1846,37.4,28.3,Pop,Levitating - Dua Lipa
Morning,19518,22.4,5.6,Hip-Hop,Afreen Afreen - Rahat Fateh Ali Khan
Evening,16539,11.5,0.9,Hip-Hop,Tum Hi Ho - Arijit Singh
Night,10097,9.9,3.5,Rock,Aadat - Jal Band
Evening,2981,36.7,3.8,Jazz,Tum Hi Ho - Arijit Singh
Evening,13825,35.1,21.7,Classical,Levitating - Dua Lipa
Night,4058,26.6,18.0,Chill,Drivers License - Olivia Rodrigo
Morning,18459,26.8,25.2,Pop,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Afternoon,19299,4.4,20.4,Pop,Afreen Afreen - Rahat Fateh Ali Khan
Afternoon,6079,30.7,1.1,Hip-Hop,Channa Mereya - Arijit Singh
Evening,17019,33.7,6.5,Pop,Channa Mereya - Arijit Singh
Morning,7095,20.9,26.5,Classical,Shape of You - Ed Sheeran
Morning,16010,31.2,18.4,Chill,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Afternoon,13689,35.6,0.4,Rock,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Night,11577,0.5,17.1,Rock,Kesariya - Arijit Singh
Evening,11199,8.4,2.0,Rock,Levitating - Dua Lipa
Night,9048,11.8,18.8,Pop,Channa Mereya - Arijit Singh
Evening,12817,29.4,23.1,Hip-Hop,Someone Like You - Adele
Night,10192,20.1,4.0,Hip-Hop,Levitating - Dua Lipa
Night,11069,31.7,1.0,Hip-Hop,Kesariya - Arijit Singh
Morning,15972,15.8,10.8,Rock,Tajdar-e-Haram - Atif Aslam
Afternoon,5820,6.5,13.9,Chill,Kesariya - Arijit Singh
Morning,14136,13.2,29.0,Rock,Tera Ban Jaunga - Akhil Sachdeva
Evening,2430,9.5,12.0,Pop,Tajdar-e-Haram - Atif Aslam
Evening,19039,28.1,27.6,Rock,Someone Like You - Adele
Night,13182,36.5,2.2,Rock,Tera Ban Jaunga - Akhil Sachdeva
Morning,11095,11.3,18.5,Rock,Afreen Afreen - Rahat Fateh Ali Khan
Morning,10489,28.6,28.0,Classical,Levitating - Dua Lipa
Evening,9200,15.2,25.7,Pop,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Night,1218,36.3,7.6,Chill,Someone Like You - Adele
Afternoon,17959,5.8,5.7,Jazz,Drivers License - Olivia Rodrigo
Night,11936,38.5,4.5,Pop,Tera Ban Jaunga - Akhil Sachdeva
Morning,6258,11.5,8.9,Hip-Hop,Channa Mereya - Arijit Singh
Evening,15586,27.2,15.2,Classical,Someone Like You - Adele
Night,15601,32.2,3.8,Pop,Levitating - Dua Lipa
Evening,3405,17.5,20.3,Rock,Apna Bana Le - Arijit Singh
Night,7153,30.8,17.3,Pop,Tajdar-e-Haram - Atif Aslam
Night,5018,30.9,7.4,Chill,Aadat - Jal Band
Evening,7305,5.7,21.2,Jazz,Apna Bana Le - Arijit Singh
Evening,15096,36.7,12.0,Hip-Hop,Zaroori Tha - Rahat Fateh Ali Khan
Night,4499,10.0,11.1,Jazz,Channa Mereya - Arijit Singh
Evening,7703,16.4,13.4,Jazz,Tum Hi Ho - Arijit Singh
Afternoon,17141,39.4,10.0,Pop,Kesariya - Arijit Singh
Night,2901,5.2,27.6,Hip-Hop,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Afternoon,6552,13.1,16.7,Pop,Zaroori Tha - Rahat Fateh Ali Khan
Evening,7392,6.0,6.3,Pop,Tera Ban Jaunga - Akhil Sachdeva
Evening,11961,29.1,24.5,Chill,Channa Mereya - Arijit Singh
Afternoon,19870,38.3,26.5,Chill,Channa Mereya - Arijit Singh
Night,1537,37.4,22.2,Pop,Tum Hi Ho - Arijit Singh
Night,11426,14.7,9.3,Classical,Afreen Afreen - Rahat Fateh Ali Khan
Afternoon,13357,20.1,11.6,Chill,Aadat - Jal Band
Morning,14161,7.3,11.6,Classical,Levitating - Dua Lipa
Night,11006,18.2,11.7,Hip-Hop,Apna Bana Le - Arijit Singh
Night,13128,11.5,5.7,Rock,Aadat - Jal Band
Afternoon,2795,14.4,27.8,Rock,Someone Like You - Adele
Morning,10110,7.4,10.4,Chill,Someone Like You - Adele
Evening,13133,1.7,21.1,Hip-Hop,Tum Hi Ho - Arijit Singh
Night,9056,5.2,12.0,Rock,Drivers License - Olivia Rodrigo
Afternoon,12904,16.3,18.6,Classical,Drivers License - Olivia Rodrigo
Night,2721,14.7,12.2,Jazz,Tajdar-e-Haram - Atif Aslam
Night,11993,15.8,4.8,Chill,Aadat - Jal Band
Morning,18534,3.5,25.8,Chill,Kesariya - Arijit Singh
Evening,5560,32.0,28.2,Hip-Hop,Apna Bana Le - Arijit Singh
Afternoon,8725,37.0,19.5,Rock,Kesariya - Arijit Singh
Afternoon,10714,29.2,10.6,Rock,Levitating - Dua Lipa
Afternoon,11435,39.4,6.6,Rock,Kesariya - Arijit Singh
Morning,14584,18.0,14.4,Chill,Apna Bana Le - Arijit Singh
Evening,17503,32.1,23.8,Rock,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Morning,17102,29.3,4.7,Hip-Hop,Someone Like You - Adele
Evening,19989,10.8,22.7,Hip-Hop,Tum Hi Ho - Arijit Singh
Morning,5395,12.7,20.7,Jazz,Tum Hi Ho - Arijit Singh
Afternoon,15910,39.6,10.0,Chill,Tum Hi Ho - Arijit Singh
Afternoon,10566,32.9,1.6,Rock,Zaroori Tha - Rahat Fateh Ali Khan
Night,3932,25.4,24.7,Rock,Afreen Afreen - Rahat Fateh Ali Khan
Afternoon,2957,14.9,23.9,Rock,Tum Hi Ho - Arijit Singh
Evening,9127,21.5,12.8,Rock,Blinding Lights - The Weeknd
Morning,19833,10.0,16.3,Jazz,Zaroori Tha - Rahat Fateh Ali Khan
Night,17971,33.5,29.6,Pop,Kesariya - Arijit Singh
Evening,18597,30.3,19.9,Rock,Zaroori Tha - Rahat Fateh Ali Khan
Afternoon,11567,17.5,12.4,Hip-Hop,Channa Mereya - Arijit Singh
Morning,3188,21.7,6.9,Classical,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Afternoon,11056,5.7,13.4,Chill,Kesariya - Arijit Singh
Afternoon,18037,33.6,10.9,Pop,Channa Mereya - Arijit Singh
Evening,18875,5.8,2.9,Hip-Hop,Levitating - Dua Lipa
Evening,15030,36.4,26.2,Jazz,Tajdar-e-Haram - Atif Aslam
Afternoon,12262,35.5,17.4,Classical,Tera Ban Jaunga - Akhil Sachdeva
Night,12428,31.5,16.6,Classical,Kesariya - Arijit Singh
Evening,10614,9.2,3.6,Pop,Tajdar-e-Haram - Atif Aslam
